frame,timestamp,wall_clock_time,gesture,confidence,threshold,raw_gesture
291,14.55,20.25071120262146,GESTURE,0.9306641472846292,0.8,GESTURE
292,14.6,20.31071448326111,GESTURE,0.9075121796923514,0.8,GESTURE
293,14.65,20.371726512908936,GESTURE,0.88374092575532,0.8,GESTURE
294,14.7,20.448371171951294,GESTURE,0.8447719807909833,0.8,GESTURE
295,14.75,20.524385452270508,NoGesture,0.0,0.8,NoGesture
296,14.8,20.58548355102539,NoGesture,0.0,0.8,NoGesture
297,14.85,20.664005041122437,NoGesture,0.0,0.8,NoGesture
298,14.9,20.738024711608887,NoGesture,0.0,0.8,NoGesture
299,14.95,20.798530340194702,NoGesture,0.0,0.8,NoGesture
300,15.0,20.859039068222046,NoGesture,0.0,0.8,NoGesture
301,15.05,20.950059413909912,NoGesture,0.0,0.8,NoGesture
302,15.1,21.026581287384033,NoGesture,0.0,0.8,NoGesture
303,15.15,21.086912393569946,NoGesture,0.0,0.8,NoGesture
304,15.2,21.162503004074097,NoGesture,0.0,0.8,NoGesture
305,15.25,21.24051809310913,NoGesture,0.0,0.8,NoGesture
306,15.3,21.31458020210266,NoGesture,0.0,0.8,NoGesture
307,15.35,21.39021325111389,GESTURE,0.8260849916197275,0.8,GESTURE
308,15.4,21.451744079589844,NoGesture,0.0,0.8,NoGesture
309,15.45,21.52781081199646,NoGesture,0.0,0.8,NoGesture
310,15.5,21.603933572769165,NoGesture,0.0,0.8,NoGesture
311,15.55,21.69545030593872,NoGesture,0.0,0.8,NoGesture
312,15.6,21.77046227455139,NoGesture,0.0,0.8,NoGesture
313,15.65,21.83498239517212,NoGesture,0.0,0.8,NoGesture
314,15.7,21.890982627868652,NoGesture,0.0,0.8,NoGesture
315,15.75,21.951507568359375,NoGesture,0.0,0.8,NoGesture
316,15.8,22.010998964309692,NoGesture,0.0,0.8,NoGesture
317,15.85,22.086645364761353,NoGesture,0.0,0.8,NoGesture
318,15.9,22.1467342376709,NoGesture,0.0,0.8,NoGesture
319,15.95,22.221006631851196,NoGesture,0.0,0.8,NoGesture
320,16.0,22.296786785125732,NoGesture,0.0,0.8,NoGesture
321,16.05,22.357982873916626,NoGesture,0.0,0.8,NoGesture
322,16.1,22.434406995773315,NoGesture,0.0,0.8,NoGesture
323,16.15,22.5101215839386,NoGesture,0.0,0.8,NoGesture
324,16.2,22.586122751235962,NoGesture,0.0,0.8,NoGesture
325,16.25,22.679274082183838,NoGesture,0.0,0.8,NoGesture
326,16.3,22.75253438949585,NoGesture,0.0,0.8,NoGesture
327,16.35,22.827412843704224,NoGesture,0.0,0.8,NoGesture
328,16.4,22.903806447982788,NoGesture,0.0,0.8,NoGesture
329,16.45,22.96468186378479,NoGesture,0.0,0.8,NoGesture
330,16.5,23.02400016784668,NoGesture,0.0,0.8,NoGesture
331,16.55,23.101118564605713,NoGesture,0.0,0.8,NoGesture
332,16.6,23.17675018310547,NoGesture,0.0,0.8,NoGesture
333,16.65,23.237046003341675,NoGesture,0.0,0.8,NoGesture
334,16.7,23.312172651290894,NoGesture,0.0,0.8,NoGesture
335,16.75,23.38767910003662,NoGesture,0.0,0.8,NoGesture
336,16.8,23.44858694076538,NoGesture,0.0,0.8,NoGesture
337,16.85,23.508172512054443,NoGesture,0.0,0.8,NoGesture
338,16.9,23.58607268333435,NoGesture,0.0,0.8,NoGesture
339,16.95,23.64605975151062,NoGesture,0.0,0.8,NoGesture
340,17.0,23.73749589920044,NoGesture,0.0,0.8,NoGesture
341,17.05,23.79812264442444,NoGesture,0.0,0.8,NoGesture
342,17.1,23.858403205871582,NoGesture,0.0,0.8,NoGesture
343,17.15,23.920324087142944,NoGesture,0.0,0.8,NoGesture
344,17.2,23.994832038879395,NoGesture,0.0,0.8,NoGesture
345,17.25,24.07221508026123,NOGESTURE,0.8247475952009339,0.8,NOGESTURE
346,17.3,24.128116607666016,NoGesture,0.0,0.8,NoGesture
347,17.35,24.19111680984497,NoGesture,0.0,0.8,NoGesture
348,17.4,24.251447200775146,NoGesture,0.0,0.8,NoGesture
349,17.45,24.327101945877075,NoGesture,0.0,0.8,NoGesture
350,17.5,24.388036966323853,NoGesture,0.0,0.8,NoGesture
351,17.55,24.44893765449524,NoGesture,0.0,0.8,NoGesture
352,17.6,24.52437424659729,NoGesture,0.0,0.8,NoGesture
353,17.65,24.601266622543335,NoGesture,0.0,0.8,NoGesture
354,17.7,24.692201137542725,NoGesture,0.0,0.8,NoGesture
355,17.75,24.752473831176758,NoGesture,0.0,0.8,NoGesture
356,17.8,24.812150239944458,NoGesture,0.0,0.8,NoGesture
357,17.85,24.87265920639038,NoGesture,0.0,0.8,NoGesture
358,17.9,24.931005716323853,NoGesture,0.0,0.8,NoGesture
359,17.95,25.00727128982544,NoGesture,0.0,0.8,NoGesture
360,18.0,25.069929122924805,GESTURE,0.8008449658641321,0.8,GESTURE
361,18.05,25.161109447479248,GESTURE,0.8763045517280886,0.8,GESTURE
362,18.1,25.2370023727417,GESTURE,0.8762383850243435,0.8,GESTURE
363,18.15,25.311336994171143,GESTURE,0.8483231959896151,0.8,GESTURE
364,18.2,25.386561632156372,NoGesture,0.0,0.8,NoGesture
365,18.25,25.448698043823242,NoGesture,0.0,0.8,NoGesture
366,18.3,25.507996797561646,NoGesture,0.0,0.8,NoGesture
367,18.35,25.569597721099854,NoGesture,0.0,0.8,NoGesture
368,18.4,25.645763397216797,NoGesture,0.0,0.8,NoGesture
369,18.45,25.72177791595459,NoGesture,0.0,0.8,NoGesture
370,18.5,25.785250663757324,NoGesture,0.0,0.8,NoGesture
371,18.55,25.856412410736084,NoGesture,0.0,0.8,NoGesture
372,18.6,25.91842269897461,NoGesture,0.0,0.8,NoGesture
373,18.65,25.99281334877014,NoGesture,0.0,0.8,NoGesture
374,18.7,26.053075075149536,NoGesture,0.0,0.8,NoGesture
375,18.75,26.113079071044922,NoGesture,0.0,0.8,NoGesture
376,18.8,26.20353865623474,NoGesture,0.0,0.8,NoGesture
377,18.85,26.264705419540405,NoGesture,0.0,0.8,NoGesture
378,18.9,26.340730905532837,NoGesture,0.0,0.8,NoGesture
379,18.95,26.40061902999878,NoGesture,0.0,0.8,NoGesture
380,19.0,26.46282148361206,NoGesture,0.0,0.8,NoGesture
381,19.05,26.5234534740448,NoGesture,0.0,0.8,NoGesture
382,19.1,26.5842547416687,NoGesture,0.0,0.8,NoGesture
383,19.15,26.659260034561157,NoGesture,0.0,0.8,NoGesture
384,19.2,26.718764543533325,NoGesture,0.0,0.8,NoGesture
385,19.25,26.79444432258606,NoGesture,0.0,0.8,NoGesture
386,19.3,26.85595202445984,NoGesture,0.0,0.8,NoGesture
387,19.35,26.931992053985596,GESTURE,0.8845801453986536,0.8,GESTURE
388,19.4,26.992499589920044,GESTURE,0.9128248839611867,0.8,GESTURE
389,19.45,27.067728996276855,GESTURE,0.9344919130030488,0.8,GESTURE
390,19.5,27.125997304916382,GESTURE,0.9245998978163326,0.8,GESTURE
391,19.55,27.188590049743652,NoGesture,0.0,0.8,NoGesture
392,19.6,27.24952530860901,NoGesture,0.0,0.8,NoGesture
393,19.65,27.3108549118042,NoGesture,0.0,0.8,NoGesture
394,19.7,27.37017560005188,NoGesture,0.0,0.8,NoGesture
395,19.75,27.446277141571045,NoGesture,0.0,0.8,NoGesture
396,19.8,27.521347761154175,NoGesture,0.0,0.8,NoGesture
397,19.85,27.612350940704346,NoGesture,0.0,0.8,NoGesture
398,19.9,27.687378406524658,NoGesture,0.0,0.8,NoGesture
399,19.95,27.747704029083252,NoGesture,0.0,0.8,NoGesture
400,20.0,27.82221245765686,NOGESTURE,0.8198551556073117,0.8,NOGESTURE
401,20.05,27.898585081100464,NOGESTURE,0.87251557293038,0.8,NOGESTURE
402,20.1,27.958635807037354,NoGesture,0.0,0.8,NoGesture
403,20.15,28.05014395713806,NoGesture,0.0,0.8,NoGesture
404,20.2,28.11070442199707,NoGesture,0.0,0.8,NoGesture
405,20.25,28.170804500579834,NoGesture,0.0,0.8,NoGesture
406,20.3,28.263312101364136,NoGesture,0.0,0.8,NoGesture
407,20.35,28.35130524635315,NoGesture,0.0,0.8,NoGesture
408,20.4,28.413515090942383,GESTURE,0.8150796885927543,0.8,GESTURE
409,20.45,28.48885679244995,GESTURE,0.8850319880605076,0.8,GESTURE
410,20.5,28.551869869232178,GESTURE,0.9004359317916963,0.8,GESTURE
411,20.55,28.610543251037598,GESTURE,0.9009627813410103,0.8,GESTURE
412,20.6,28.68584370613098,GESTURE,0.852603597487842,0.8,GESTURE
413,20.65,28.761179208755493,GESTURE,0.8811448344106199,0.8,GESTURE
414,20.7,28.82292079925537,GESTURE,0.8418047923664987,0.8,GESTURE
415,20.75,28.88292121887207,GESTURE,0.8796122072834364,0.8,GESTURE
416,20.8,28.943562269210815,GESTURE,0.8917462381751058,0.8,GESTURE
417,20.85,29.004628658294678,GESTURE,0.8929061888104756,0.8,GESTURE
418,20.9,29.065134286880493,GESTURE,0.9087937151269179,0.8,GESTURE
419,20.95,29.14056921005249,GESTURE,0.9041774735777449,0.8,GESTURE
420,21.0,29.192569255828857,GESTURE,0.9051015284451638,0.8,GESTURE
421,21.05,29.2467098236084,GESTURE,0.9028890822851932,0.8,GESTURE
422,21.1,29.323373079299927,GESTURE,0.9088952425350252,0.8,GESTURE
423,21.15,29.399828672409058,GESTURE,0.9171251944782206,0.8,GESTURE
424,21.2,29.48902678489685,GESTURE,0.8272294103335398,0.8,GESTURE
425,21.25,29.552040100097656,GESTURE,0.838506271867424,0.8,GESTURE
426,21.3,29.626548767089844,GESTURE,0.8624834587914479,0.8,GESTURE
427,21.35,29.68854856491089,GESTURE,0.8621217168149661,0.8,GESTURE
428,21.4,29.79668402671814,GESTURE,0.8736041114401653,0.8,GESTURE
429,21.45,29.869483947753906,GESTURE,0.9047867001345103,0.8,GESTURE
430,21.5,29.943994760513306,GESTURE,0.8966001185551442,0.8,GESTURE
431,21.55,30.00665593147278,GESTURE,0.8893774184827014,0.8,GESTURE
432,21.6,30.06666588783264,GESTURE,0.877552376352795,0.8,GESTURE
433,21.65,30.124175310134888,GESTURE,0.880950702345429,0.8,GESTURE
434,21.7,30.189297676086426,GESTURE,0.8694084587192678,0.8,GESTURE
435,21.75,30.247807264328003,GESTURE,0.8575083150938941,0.8,GESTURE
436,21.8,30.308315992355347,NoGesture,0.0,0.8,NoGesture
437,21.85,30.368821144104004,GESTURE,0.822467241047905,0.8,GESTURE
438,21.9,30.45983862876892,NoGesture,0.0,0.8,NoGesture
439,21.95,30.53935980796814,NoGesture,0.0,0.8,NoGesture
440,22.0,30.61136293411255,NoGesture,0.0,0.8,NoGesture
441,22.05,30.687886476516724,NoGesture,0.0,0.8,NoGesture
442,22.1,30.762902975082397,NoGesture,0.0,0.8,NoGesture
443,22.15,30.83991575241089,NoGesture,0.0,0.8,NoGesture
444,22.2,30.897734880447388,GESTURE,0.8245161869747442,0.8,GESTURE
445,22.25,30.974255561828613,NoGesture,0.0,0.8,NoGesture
446,22.3,31.034765243530273,NoGesture,0.0,0.8,NoGesture
447,22.35,31.09286618232727,GESTURE,0.8937679595440055,0.8,GESTURE
448,22.4,31.172381162643433,GESTURE,0.8682472322405937,0.8,GESTURE
449,22.45,31.262393712997437,GESTURE,0.8816236476181527,0.8,GESTURE
450,22.5,31.32240629196167,GESTURE,0.8732320868969368,0.8,GESTURE
451,22.55,31.38291311264038,GESTURE,0.8941822501336303,0.8,GESTURE
452,22.6,31.44392681121826,GESTURE,0.8743121780664308,0.8,GESTURE
453,22.65,31.49243450164795,GESTURE,0.8614448260922585,0.8,GESTURE
454,22.7,31.581111907958984,GESTURE,0.8452716247245644,0.8,GESTURE
455,22.75,31.64112687110901,GESTURE,0.8297680401649574,0.8,GESTURE
456,22.8,31.701602935791016,GESTURE,0.885898351052259,0.8,GESTURE
457,22.85,31.77761960029602,NoGesture,0.0,0.8,NoGesture
458,22.9,31.85313129425049,NoGesture,0.0,0.8,NoGesture
459,22.95,31.915201902389526,NoGesture,0.0,0.8,NoGesture
460,23.0,31.97572112083435,NoGesture,0.0,0.8,NoGesture
461,23.05,32.03822898864746,NoGesture,0.0,0.8,NoGesture
462,23.1,32.09673070907593,GESTURE,0.8060468911921874,0.8,GESTURE
463,23.15,32.15524220466614,GESTURE,0.8531666901507037,0.8,GESTURE
464,23.2,32.23275947570801,GESTURE,0.8686102710517462,0.8,GESTURE
465,23.25,32.2917594909668,GESTURE,0.8078622880296524,0.8,GESTURE
466,23.3,32.36747145652771,GESTURE,0.8223836614653807,0.8,GESTURE
467,23.35,32.443992137908936,GESTURE,0.8365122727703362,0.8,GESTURE
468,23.4,32.50441122055054,GESTURE,0.8239505584570478,0.8,GESTURE
469,23.45,32.5669322013855,NoGesture,0.0,0.8,NoGesture
470,23.5,32.62594532966614,NoGesture,0.0,0.8,NoGesture
471,23.55,32.68595862388611,NoGesture,0.0,0.8,NoGesture
472,23.6,32.74758791923523,NoGesture,0.0,0.8,NoGesture
473,23.65,32.807586669921875,NoGesture,0.0,0.8,NoGesture
474,23.7,32.86859703063965,NoGesture,0.0,0.8,NoGesture
475,23.75,32.94410753250122,NoGesture,0.0,0.8,NoGesture
476,23.8,33.00511813163757,NoGesture,0.0,0.8,NoGesture
477,23.85,33.08013892173767,GESTURE,0.9167380188688953,0.8,GESTURE
478,23.9,33.14082384109497,GESTURE,0.9570207949061686,0.8,GESTURE
479,23.95,33.20133185386658,GESTURE,0.9388381288585445,0.8,GESTURE
480,24.0,33.261876344680786,GESTURE,0.9372527146893591,0.8,GESTURE
481,24.05,33.32187867164612,NoGesture,0.0,0.8,NoGesture
482,24.1,33.38289022445679,NoGesture,0.0,0.8,NoGesture
483,24.15,33.44390320777893,NoGesture,0.0,0.8,NoGesture
484,24.2,33.52007341384888,NoGesture,0.0,0.8,NoGesture
485,24.25,33.58057880401611,NoGesture,0.0,0.8,NoGesture
486,24.3,33.64155292510986,NoGesture,0.0,0.8,NoGesture
487,24.35,33.71906042098999,NoGesture,0.0,0.8,NoGesture
488,24.4,33.79256510734558,NoGesture,0.0,0.8,NoGesture
489,24.45,33.85408639907837,NoGesture,0.0,0.8,NoGesture
490,24.5,33.91459321975708,NoGesture,0.0,0.8,NoGesture
491,24.55,33.975605964660645,GESTURE,0.8212716521368602,0.8,GESTURE
492,24.6,34.03861618041992,GESTURE,0.8476355349616224,0.8,GESTURE
493,24.65,34.09762787818909,GESTURE,0.8461569927568491,0.8,GESTURE
494,24.7,34.17313575744629,GESTURE,0.8802855150954071,0.8,GESTURE
495,24.75,34.24802088737488,GESTURE,0.8531721935679843,0.8,GESTURE
496,24.8,34.32403349876404,GESTURE,0.8494422491394573,0.8,GESTURE
497,24.85,34.398558378219604,GESTURE,0.8893112346967935,0.8,GESTURE
498,24.9,34.45856833457947,GESTURE,0.8957106411782473,0.8,GESTURE
499,24.95,34.51892828941345,GESTURE,0.8913703946442681,0.8,GESTURE
500,25.0,34.57943367958069,NoGesture,0.0,0.8,NoGesture
501,25.05,34.63974714279175,NoGesture,0.0,0.8,NoGesture
502,25.1,34.71430468559265,NoGesture,0.0,0.8,NoGesture
503,25.15,34.77680945396423,NoGesture,0.0,0.8,NoGesture
504,25.2,34.835317850112915,NoGesture,0.0,0.8,NoGesture
505,25.25,34.91032075881958,NoGesture,0.0,0.8,NoGesture
506,25.3,34.970627784729004,NoGesture,0.0,0.8,NoGesture
507,25.35,35.03413462638855,NOGESTURE,0.8583209527302746,0.8,NOGESTURE
508,25.4,35.10713458061218,NOGESTURE,0.8425110389229704,0.8,NOGESTURE
509,25.45,35.16746282577515,NOGESTURE,0.8267587770735493,0.8,NOGESTURE
510,25.5,35.2283821105957,NoGesture,0.0,0.8,NoGesture
511,25.55,35.288382053375244,NoGesture,0.0,0.8,NoGesture
512,25.6,35.348440170288086,NoGesture,0.0,0.8,NoGesture
513,25.65,35.409013509750366,NoGesture,0.0,0.8,NoGesture
514,25.7,35.47051787376404,NoGesture,0.0,0.8,NoGesture
515,25.75,35.53174829483032,NoGesture,0.0,0.8,NoGesture
516,25.8,35.60836338996887,NoGesture,0.0,0.8,NoGesture
517,25.85,35.68252110481262,NoGesture,0.0,0.8,NoGesture
518,25.9,35.75802826881409,NoGesture,0.0,0.8,NoGesture
519,25.95,35.81862950325012,NoGesture,0.0,0.8,NoGesture
520,26.0,35.894445180892944,NoGesture,0.0,0.8,NoGesture
521,26.05,35.985023736953735,NoGesture,0.0,0.8,NoGesture
522,26.1,36.046534061431885,NOGESTURE,0.8725351483236952,0.8,NOGESTURE
523,26.15,36.138615131378174,NOGESTURE,0.8588613748346733,0.8,NOGESTURE
524,26.2,36.199193239212036,NOGESTURE,0.8748427120295832,0.8,NOGESTURE
525,26.25,36.25170040130615,NOGESTURE,0.8990641488488348,0.8,NOGESTURE
526,26.3,36.29070019721985,NOGESTURE,0.9308517614330087,0.8,NOGESTURE
527,26.35,36.334211349487305,NOGESTURE,0.9435599155805425,0.8,NOGESTURE
528,26.4,36.37421131134033,NOGESTURE,0.9728689811821406,0.8,NOGESTURE
529,26.45,36.42587471008301,NOGESTURE,0.9820645293124668,0.8,NOGESTURE
530,26.5,36.48738479614258,NOGESTURE,0.9808752918918194,0.8,NOGESTURE
531,26.55,36.52939820289612,NOGESTURE,0.9839038059157947,0.8,NOGESTURE
532,26.6,36.578503370285034,NOGESTURE,0.9853276354144171,0.8,NOGESTURE
533,26.65,36.62340712547302,NOGESTURE,0.9877782876931894,0.8,NOGESTURE
534,26.7,36.66891264915466,NOGESTURE,0.9871956756807225,0.8,NOGESTURE
535,26.75,36.71491527557373,NOGESTURE,0.9857247758343123,0.8,NOGESTURE
536,26.8,36.75541973114014,NOGESTURE,0.9786263443340665,0.8,NOGESTURE
537,26.85,36.81992721557617,NOGESTURE,0.9870382330462802,0.8,NOGESTURE
538,26.9,36.86906361579895,NOGESTURE,0.9859038174446687,0.8,NOGESTURE
539,26.95,36.91106629371643,NOGESTURE,0.9882438074242549,0.8,NOGESTURE
540,27.0,36.95807886123657,NOGESTURE,0.992317225630072,0.8,NOGESTURE
541,27.05,37.002079486846924,NOGESTURE,0.9942723938286004,0.8,NOGESTURE
542,27.1,37.06315612792969,NOGESTURE,0.9937734170934599,0.8,NOGESTURE
543,27.15,37.16707730293274,NOGESTURE,0.9944514503683325,0.8,NOGESTURE
544,27.2,37.2833776473999,NOGESTURE,0.9926010732465622,0.8,NOGESTURE
545,27.25,37.32904076576233,NOGESTURE,0.9925607827403536,0.8,NOGESTURE
546,27.3,37.37764000892639,NOGESTURE,0.9943008943041122,0.8,NOGESTURE
547,27.35,37.42581033706665,NOGESTURE,0.9950762651194585,0.8,NOGESTURE
548,27.4,37.49427270889282,NOGESTURE,0.9932482284297982,0.8,NOGESTURE
549,27.45,37.55846667289734,NOGESTURE,0.9893703955501438,0.8,NOGESTURE
550,27.5,37.6094696521759,NOGESTURE,0.9676572771154665,0.8,NOGESTURE
551,27.55,37.66863465309143,NOGESTURE,0.9675500709461793,0.8,NOGESTURE
552,27.6,37.733705282211304,NOGESTURE,0.9530630999839041,0.8,NOGESTURE
553,27.65,37.797706842422485,NOGESTURE,0.9622553841697582,0.8,NOGESTURE
554,27.7,37.850215435028076,NOGESTURE,0.9792629194764122,0.8,NOGESTURE
555,27.75,37.897780895233154,NOGESTURE,0.9844958278360971,0.8,NOGESTURE
556,27.8,37.96427035331726,NOGESTURE,0.9895521095563383,0.8,NOGESTURE
557,27.85,38.02777647972107,NOGESTURE,0.9893820144737375,0.8,NOGESTURE
558,27.9,38.07577633857727,NOGESTURE,0.9818502796542091,0.8,NOGESTURE
559,27.95,38.12133526802063,NOGESTURE,0.9803439087918229,0.8,NOGESTURE
560,28.0,38.166348457336426,NOGESTURE,0.9875909140025986,0.8,NOGESTURE
561,28.05,38.21335315704346,NOGESTURE,0.9915398544205721,0.8,NOGESTURE
562,28.1,38.279858112335205,NOGESTURE,0.9952134750334592,0.8,NOGESTURE
563,28.15,38.33716034889221,NOGESTURE,0.9922411903572755,0.8,NOGESTURE
564,28.2,38.41023516654968,NOGESTURE,0.9907154258921173,0.8,NOGESTURE
565,28.25,38.47374105453491,NOGESTURE,0.9874299977558674,0.8,NOGESTURE
566,28.3,38.52125644683838,NOGESTURE,0.9854111187333311,0.8,NOGESTURE
567,28.35,38.57031559944153,NOGESTURE,0.9903109838677373,0.8,NOGESTURE
568,28.4,38.63642597198486,NOGESTURE,0.9911755701892508,0.8,NOGESTURE
569,28.45,38.68242597579956,NOGESTURE,0.9942785566617567,0.8,NOGESTURE
570,28.5,38.72893500328064,NOGESTURE,0.9945183549870741,0.8,NOGESTURE
571,28.55,38.78749680519104,NOGESTURE,0.995884334052197,0.8,NOGESTURE
572,28.6,38.863006353378296,NOGESTURE,0.9948074010611347,0.8,NOGESTURE
573,28.65,38.910006523132324,NOGESTURE,0.9947088257221672,0.8,NOGESTURE
574,28.7,38.98573350906372,NOGESTURE,0.9944994995357106,0.8,NOGESTURE
575,28.75,39.04424333572388,NOGESTURE,0.9928352211157825,0.8,NOGESTURE
576,28.8,39.09075212478638,NOGESTURE,0.9938589259072572,0.8,NOGESTURE
577,28.85,39.164482831954956,NOGESTURE,0.9933277238479672,0.8,NOGESTURE
